Date,Currency,Exchange Rate,Normalized Price
2018-01-02,XAU,200484.3752,0.014902756221251812
2018-01-03,XAU,202186.445,0.016914584149644557
2018-01-04,XAU,201052.6142,0.015574408517886162
2018-01-05,XAU,202980.8934,0.017853613488386655
2018-01-06,XAU,202913.69566666667,0.01777418650093604
2018-01-07,XAU,202846.49793333333,0.017694759513485397
2018-01-08,XAU,202779.3002,0.017615332526034783
2018-01-09,XAU,202837.5287,0.017684157977569392
2018-01-10,XAU,201766.0875,0.016417726172134245
2018-01-11,XAU,202714.4626,0.017538695190427306
2018-01-12,XAU,203862.8583,0.018896086375034482
2018-01-13,XAU,204495.85407499998,0.01964428047300837
2018-01-14,XAU,205128.84985,0.020392474570982283
2018-01-15,XAU,205761.84562500002,0.021140668668956197
2018-01-16,XAU,206394.8414,0.021888862766930084
2018-01-17,XAU,206474.9177,0.02198351207963295
2018-01-18,XAU,204163.4906,0.019251430472742415
2018-01-19,XAU,204691.5751,0.019875620588595072
2018-01-20,XAU,204797.1024,0.020000352705543456
2018-01-21,XAU,204902.6297,0.020125084822491812
2018-01-22,XAU,205008.157,0.020249816939440196
2018-01-23,XAU,205823.6414,0.021213710600610003
2018-01-24,XAU,206606.2608,0.022138758190445612
2018-01-25,XAU,209303.0254,0.025326304517030412
2018-01-26,XAU,207842.5585,0.02360004857975148
2018-01-27,XAU,207603.15106666667,0.023317071606277856
2018-01-28,XAU,207363.74363333333,0.02303409463280426
2018-01-29,XAU,207124.3362,0.022751117659330633
2018-01-30,XAU,205572.7066,0.020917108405538093
2018-01-31,XAU,206175.74815,0.021629896936461585
2018-02-01,XAU,206778.7897,0.022342685467385076
2018-02-02,XAU,207991.9185,0.023776590469740178
2018-02-03,XAU,207851.78122499998,0.023610949740051013
2018-02-04,XAU,207711.64395,0.023445309010361903
2018-02-05,XAU,207571.506675,0.023279668280672766
2018-02-06,XAU,207431.3694,0.0231140275509836
2018-02-07,XAU,205399.0005,0.020711789691045757
2018-02-08,XAU,203390.6092,0.018337893092633062
2018-02-09,XAU,203623.9261,0.018613671122174547
2018-02-10,XAU,203815.8654,0.018840541280082362
2018-02-11,XAU,204007.8047,0.019067411437990206
2018-02-12,XAU,204199.744,0.019294281595898022
2018-02-13,XAU,205279.05025,0.02057000980459947
2018-02-14,XAU,206358.3565,0.02184573801330092
2018-02-15,XAU,210584.5057,0.02684100024644473
2018-02-16,XAU,210613.7721,0.026875592811851562
2018-02-17,XAU,210231.70186666667,0.02642398996570064
2018-02-18,XAU,209849.63163333334,0.025972387119549717
2018-02-19,XAU,209467.5614,0.025520784273398794
2018-02-20,XAU,208476.9593,0.024349903401941875
2018-02-21,XAU,206525.4836,0.02204328042159187
2018-02-22,XAU,205788.0269,0.021171614650281917
2018-02-23,XAU,206399.4667,0.021894329821052744
2018-02-24,XAU,206749.16513333333,0.022307669552887016
2018-02-25,XAU,207098.86356666667,0.02272100928472126
2018-02-26,XAU,207448.562,0.023134349016555533
2018-02-27,XAU,207104.7457,0.022727961902127752
2018-02-28,XAU,204104.7709,0.019182024428168437
2018-03-01,XAU,204062.39205,0.019131933089961778
2018-03-02,XAU,204020.0132,0.01908184175175509
2018-03-03,XAU,204644.07013333333,0.019819470236431297
2018-03-04,XAU,205268.12706666667,0.020557098721107503
2018-03-05,XAU,205892.184,0.02129472720578371
2018-03-06,XAU,205158.6884,0.0204277434114451
2018-03-07,XAU,207119.7611,0.02274570994106012
2018-03-08,XAU,206183.8197,0.021639437420474278
2018-03-09,XAU,205001.4433,0.020241881419308855
2018-03-10,XAU,205250.0112,0.020535685964411493
2018-03-11,XAU,205498.5791,0.02082949050951413
2018-03-12,XAU,205747.147,0.021123295054616742
2018-03-13,XAU,205929.1287,0.0213383954379949
2018-03-14,XAU,206928.0946,0.022519162229775125
2018-03-15,XAU,206643.2952,0.022182532447077907
2018-03-16,XAU,205393.3698,0.020705134265095293
2018-03-17,XAU,205180.18556666665,0.02045315282783991
2018-03-18,XAU,204967.00133333332,0.020201171390584527
